paper,year,month,title,author
23181,2017,February,Impact of Violent Crime on Risk Aversion: Evidence from the Mexican Drug War,"['Andrea Velasquez', 'Duncan Thomas', 'Ryan Brown', 'Veronica Montalva']"
23182,2017,February,Firm-Related Risk and Precautionary Saving Response,"['Andreas Fagereng', 'Luigi Guiso', 'Luigi Pistaferri']"
23183,2017,February,"Agricultural Diversity, Structural Change and Long-run Development: Evidence from the U.S.",['Martin Fiszbein']
23184,2017,February,Political Cycles and Stock Returns,"['Lubos Pastor', 'Pietro Veronesi']"
23185,2017,February,"High-Skilled Immigration, STEM Employment, and Non-Routine-Biased Technical Change","['Henry E Siu', 'Nir Jaimovich']"
23186,2017,February,Long-Run Covariability,"['Mark W Watson', 'Ulrich K Muller']"
23187,2017,February,Back to Basics: Why do Firms Invest in Research?,"['Ashish Arora', 'Lia Sheer', 'Sharon Belenzon']"
23188,2017,February,The Structure of Health Incentives: Evidence from a Field Experiment,"['Heather Royer', 'Justin R Sydnor', 'Mariana Carrera', 'Mark F Stehr']"
23189,2017,February,The Operation and Demise of the Bretton Woods System; 1958 to 1971,['Michael D Bordo']
23190,2017,February,Prolonging Coal's Sunset: The Causes and Consequences of Local Protectionism for a Declining Polluting Industry,"['Jonathan Eyer', 'Matthew E Kahn']"
23191,2017,February,Bubbles for Fama,"['Andrei Shleifer', 'Robin Greenwood', 'Yang You']"
23192,2017,February,Macroeconomic Conditions and Opioid Abuse,"['Alex Hollingsworth', 'Christopher J Ruhm', 'Kosali Ilayperuma Simon']"
23193,2017,February,The Returns to Online Postsecondary Education,['Caroline Minter Hoxby']
23194,2017,February,China's Gradualistic Economic Approach and Financial Markets,"['Markus K Brunnermeier', 'Michael Sockin', 'Wei Xiong']"
23195,2017,February,Peer Effects in Computer Assisted Learning: Evidence from a Randomized Experiment,"['Di Mo', 'Marcel Fafchamps']"
23196,2017,February,Keeping It in the Family: Lineage Organization and the Scope of Trust in Sub-Saharan Africa,"['Jacob Moscona', 'James C Robinson', 'Nathan Nunn']"
23197,2017,February,Technology-Skill Complementarity in Early Phases of Industrialization,"['Oded Galor', 'Raphael Franck']"
23198,2017,February,Matching Pennies on the Campaign Trail: An Empirical Study of Senate Elections and Media Coverage,"['Camilo Garcia-Jimeno', 'Pinar Yildirim']"
23199,2017,February,The Macrogenoeconomics of Comparative Development,"['Oded Galor', 'Quamrul H Ashraf']"
23200,2017,February,Optimal Transport Networks in Spatial Equilibrium,"['Edouard Schaal', 'Pablo D Fajgelbaum']"
23201,2017,February,Is Local Public Sector Rent Extraction Higher in Progressive Cities or High Amenity Cities?,['Matthew E Kahn']
23202,2017,February,Firm Entry and Exit and Aggregate Growth,"['Jose Asturias', 'Kim J Ruhl', 'Sewon Hur', 'Timothy J Kehoe']"
23203,2017,February,State Health Insurance Mandates and Labor Market Outcomes: New Evidence on Old Questions,"['Johanna Catherine Maclean', 'Yaa Akosa Antwi']"
23204,2017,February,"The London Monetary and Economic Conference of 1933 and the End of The Great Depression: A ""Change of Regime"" Analysis",['Sebastian Edwards']
23205,2017,February,Aftershocks of Monetary Unification: Hysteresis with a Financial Twist,"['Barry J Eichengreen', 'Tamim Bayoumi']"
23206,2017,March,FX Market Metrics: New Findings Based on CLS Bank Settlement Data,"['Joel Hasbrouck', 'Richard M Levich']"
23207,2017,March,Why Being Wrong can be Right: Magical Warfare Technologies and the Persistence of False Beliefs,"['Nathan Nunn', 'Raul Sanchez de la Sierra']"
23208,2017,March,"The Historical State, Local Collective Action, and Economic Development in Vietnam","['Melissa Dell', 'Nathaniel Lane', 'Pablo Querubin']"
23209,2017,March,Instrumental Variables and Causal Mechanisms: Unpacking The Effect of Trade on Workers and Voters,"['Christian Dippel', 'Robert Gold', 'Rodrigo Pinto', 'Stephan Heblich']"
23210,2017,March,Israel's Immigration Story: Globalization Lessons,['Assaf Razin']
23211,2017,March,Impulsive Consumption and Financial Wellbeing: Evidence from an Increase in the Availability of Alcohol,"['Itzhak Ben-David', 'Marieke Bos']"
23212,2017,March,Are Larger Banks Valued More Highly?,"['Alvaro G Taboada', 'Bernadette A Minton', 'Rene M Stulz']"
23213,2017,March,The Economist as Plumber,['Esther Duflo']
23214,2017,March,Economic Development and the Regulation of Morally Contentious Activities,"['Julio J Elias', 'Mario Macis', 'Nicola Lacetera', 'Paola Salardi']"
23215,2017,March,Does Universal Preschool Hit the Target? Program Access and Preschool Impacts,['Elizabeth U Cascio']
23216,2017,March,Financial Frictions and Employment during the Great Depression,"['Carola Frydman', 'Dimitris Papanikolaou', 'Efraim Benmelech']"
23217,2017,March,The Impact of Brexit on Foreign Investment and Production,"['Andrea Waddle', 'Ellen R McGrattan']"
23218,2017,March,School Lunch Quality and Academic Performance,"['Elizabeth Ramirez Ritchie', 'Justin Gallagher', 'Michael L Anderson']"
23219,2017,March,Was The First Public Health Campaign Successful? The Tuberculosis Movement and Its Effect on Mortality,"['Claudio Las Heras Olivares', 'D Mark Anderson', 'Daniel I Rees', 'Kerwin Kofi Charles']"
23220,2017,March,Partial Fiscalization: Some Lessons on Europe's Unfinished Business,"['Harold James', 'Michael D Bordo']"
23221,2017,March,Why is Growth better in the United States than in other Industrial Countries,['Martin S Feldstein']
23222,2017,March,Measures of Participation in Global Value Chains and Global Business Cycles,"['Kunfu Zhu', 'Shang-Jin Wei', 'Xinding Yu', 'Zhi Wang']"
23223,2017,March,Globalized Israel: High Tech Prowess and Buttressing FDI,['Assaf Razin']
23224,2017,March,Earnings Inequality and Mobility Trends in the United States: Nationally Representative Estimates from Longitudinally Linked Employer-Employee Data,"['John M Abowd', 'Kevin L McKinney', 'Nellie L Zhao']"
23225,2017,March,Shock Restricted Structural Vector-Autoregressions,"['Sai Ma', 'Serena Ng', 'Sydney C Ludvigson']"
23226,2017,March,The Investment CAPM,['Lu Zhang']
23227,2017,March,Dissecting Characteristics Nonparametrically,"['Andreas Neuhierl', 'Joachim Freyberger', 'Michael Weber']"
23228,2017,March,The Making of Hawks and Doves: Inflation Experiences on the FOMC,"['Stefan Nagel', 'Ulrike Malmendier', 'Zhen Yan']"
23229,2017,March,"Are the Rich More Selfish than the Poor, or Do They Just Have More Money? A Natural Field Experiment","['James Andreoni', 'Jan Stoop', 'Nikos Nikiforakis']"
23230,2017,March,"The Economics of Non-Marital Childbearing and The ""Marriage Premium for Children""","['Melissa S Kearney', 'Phillip B Levine']"
23231,2017,March,Asset Mispricing,"['Francis A Longstaff', 'Kurt F Lewis', 'Lubomir Petrasek']"
23232,2017,March,Poorly Measured Confounders are More Useful on the Left Than on the Right,"['Hannes Schwandt', 'Jorn-Steffen Pischke', 'Zhuan Pei']"
23233,2017,March,Intangible Capital and Measured Productivity,['Ellen R McGrattan']
23234,2017,March,The Emergence of Market Structure,"['Gregor Jarosch', 'Maryam Farboodi', 'Robert Shimer']"
23235,2017,March,Financial Markets and Fiscal Unions,"['Elena Pastorino', 'Patrick J Kehoe']"
23236,2017,March,The Earnings of Undocumented Immigrants,['George J Borjas']
23237,2017,March,Trade Policy and Redistribution when Preferences are Non-Homothetic,"['Andrei A Levchenko', 'Quy-Toan Do']"
23238,2017,March,Real Anomalies,"['Christian C Opp', 'Jules H van Binsbergen']"
23239,2017,March,Urban Water Disinfection and Mortality Decline in Developing Countries,"['Alberto Diaz-Cayeros', 'Alfonso Miranda', 'Atheendar S Venkataramani', 'Grant Miller', 'Sonia R Bhalotra']"
23240,2017,March,Worker Overconfidence: Field Evidence and Implications for Employee Turnover and Returns from Training,"['Mitchell Hoffman', 'Stephen V Burks']"
23241,2017,March,"The Impact of Public and Private Research Support on Premature Cancer Mortality and Hospitalization in the U.S., 1999-2013",['Frank R Lichtenberg']
23242,2017,March,When Harry Fired Sally: The Double Standard in Punishing Misconduct,"['Amit Seru', 'Gregor Matvos', 'Mark L Egan']"
23243,2017,March,Deterring Property Tax Delinquency in Philadelphia: An Experimental Evaluation of Nudge Strategies,"['Charles Loeffler', 'Holger Sieg', 'John M MacDonald', 'Michael Chirico', 'Robert P Inman']"
23244,2017,March,A Head-to-Head Comparison of Augmented Wealth in Germany and the United States,"['Carsten Schroder', 'Edward N Wolff', 'Markus Grabka', 'Timm Bonke']"
23245,2017,March,Financial Cycles with Heterogeneous Intermediaries,"['Helene Rey', 'Nuno Coimbra']"
23246,2017,March,International Inflation Spillovers Through Input Linkages,"['Andrei A Levchenko', 'Philip Saure', 'Raphael A Auer']"
23247,2017,March,"Training Contracts, Employee Turnover, and the Returns from Firm-sponsored General Training","['Mitchell Hoffman', 'Stephen V Burks']"
23248,2017,March,CEO Behavior and Firm Performance,"['Andrea Prat', 'Oriana Bandiera', 'Raffaella Sadun', 'Stephen Hansen']"
23249,2017,March,Firm Selection and Corporate Cash Holdings,"['Berardino Palazzo', 'Juliane Begenau']"
23250,2017,March,Vertical and Horizontal Redistributions from a Carbon Tax and Rebate,"['Don Fullterton', 'Julie Anne Cronin', 'Steven E Sexton']"
23251,2017,March,Globalization Policies and Israel's Brain Drain,['Assaf Razin']
23252,2017,March,How Debit Cards Enable the Poor to Save More,"['Enrique Seira', 'Paul J Gertler', 'Pierre Bachas', 'Sean Higgins']"
23253,2017,March,Reevaluating Agricultural Productivity Gaps with Longitudinal Microdata,"['Edward Miguel', 'Joan Hamory Hicks', 'Marieke Kleemans', 'Nicholas Y Li']"
23254,2017,March,Myopia and Discounting,"['David I Laibson', 'Xavier Gabaix']"
23255,2017,March,Corporate Culture: Evidence from the Field,"['Campbell R Harvey', 'Jillian Grennan', 'John R Graham', 'Shivaram Rajgopal']"
23256,2017,March,"Memory, Attention, and Choice","['Andrei Shleifer', 'Nicola Gennaioli', 'Pedro Bordalo']"
23257,2017,March,The Impact of Information Technology on the Diffusion of New Pharmaceuticals,"['Alan T Sorensen', 'Kenneth J Arrow', 'L Kamran Bilir']"
23258,2017,March,Is the Internet Causing Political Polarization? Evidence from Demographics,"['Jesse M Shapiro', 'Levi Boxell', 'Matthew Gentzkow']"
23259,2017,March,Does Quebec's Subsidized Child Care Policy Give Boys and Girls an Equal Start?,"['Michael J Kottelenberg', 'Steven F Lehrer']"
23260,2017,March,Pass-Through as a Test for Market Power: An Application to Solar Subsidies,"['Arthur A van Benthem', 'Jacquelyn Pless']"
23261,2017,March,Characterizing Global Value Chains: Production Length and Upstreamness,"['Kunfu Zhu', 'Shang-Jin Wei', 'Xinding Yu', 'Zhi Wang']"
23262,2017,March,Annuity Options in Public Pension Plans: The Curious Case of Social Security Leveling,"['David Vanderweide', 'Melinda Sandler Morrill', 'Robert G Hammond', 'Robert L Clark']"
23263,2017,March,Revising Infant Mortality Rates for the Early 20th Century United States,"['Gregory T Niemesh', 'Katherine Eriksson', 'Melissa A Thomasson']"
23264,2017,March,Living Up to Expectations: How Job Training Made Women Better Off and Men Worse Off,"['Guillermo Cruces', 'Paloma Acevedo', 'Paul J Gertler', 'Sebastian Martinez']"
23265,2017,March,Minimizing Justified Envy in School Choice: The Design of New Orleans' OneApp,"['Alvin E Roth', 'Atila Abdulkadiroglu', 'Olivier Tercieux', 'Parag A Pathak', 'Yeon-Koo Che']"
23266,2017,March,Exchange Rate Policies at the Zero Lower Bound,"['Fabrizio Perri', 'Javier Bianchi', 'Luigi Bocola', 'Manuel Amador']"
23267,2017,March,"Exchange Rate Prediction Redux: New Models, New Data, New Currencies","['Antonio Garcia Pascual', 'Menzie David Chinn', 'Yi Zhang', 'Yin-Wong Cheung']"
23268,2017,March,"What is a Patent Worth? Evidence from the U.S. Patent ""Lottery""","['Alexander Ljungqvist', 'Deepak Hegde', 'Joan Farre-Mensa']"
23269,2017,March,"Early Effects of the Affordable Care Act on Health Care Access, Risky Health Behaviors, and Self-Assessed Health","['Aaron Yelowitz', 'Benjamin D Ukert', 'Charles J Courtemanche', 'Daniela Zapata', 'James Marton']"
23270,2017,March,Regional Heterogeneity and Monetary Policy,"['Andreas Fuster', 'Erik G Hurst', 'Joseph S Vavra', 'Martin Beraja']"
23271,2017,March,Adaptation and the Mortality Effects of Temperature Across U.S. Climate Regions,"['David Molitor', 'Garth Heutel', 'Nolan H Miller']"
23272,2017,March,"Tropical Forests, Tipping Points, and the Social Cost of Deforestation","['Robert S Pindyck', 'Sergio L Franklin, Jr']"
23273,2017,March,Competing for Capital: Auditing and Credibility in Financial Reporting,"['Bruce Ian Carlin', 'Christopher Cotton', 'Raphael Boleslavsky']"
23274,2017,March,Demand for Information and Asset Pricing,"['Azi Ben-Rephael', 'Bruce Ian Carlin', 'Ryan D Israelsen', 'Zhi Da']"
23275,2017,March,Medium- and Long-Term Educational Consequences of Alternative Conditional Cash Transfer Designs: Experimental Evidence from Colombia,"['Felipe Barrera-Osorio', 'Juan E Saavedra', 'Leigh L Linden']"
23276,2017,March,Text as Data,"['Bryan T Kelly', 'Matt Taddy', 'Matthew Gentzkow']"
23277,2017,March,Do The Effects of Social Nudges Persist? Theory and Evidence from 38 Natural Field Experiments,"['Alec Brandon', 'Florian Rundhammer', 'John A List', 'Michael K Price', 'Paul J Ferraro', 'Robert D Metcalfe']"
23278,2017,March,The Political Economy of Heterogeneity and Conflict,"['Enrico Spolaore', 'Romain Wacziarg']"
23279,2017,March,Urban Productivity in the Developing World,"['Edward L Glaeser', 'Wentao Xiong']"
23280,2017,March,Mapping the Interconnectedness between EU Banks and Shadow Banking Entities,"['Jorge Abad', ""Marco D'Errico"", 'Neill Killeen', 'Richard Portes', 'Teresa Urbano', 'Tuomas Peltonen', 'Vera Luz']"
23281,2017,March,"Monetary Policy, Bounded Rationality, and Incomplete Markets","['Emmanuel Farhi', 'Ivan Werning']"
23282,2017,March,What do Editors Maximize? Evidence from Four Leading Economics Journals,"['David Card', 'Stefano DellaVigna']"
23283,2017,March,Horizontal and Vertical Polarization: Task-Specific Technological Change in a Multi-Sector Economy,"['Sang Yoon (Tim) Lee', 'Yongseok Shin']"
23284,2017,March,"Students in Distress: Labor Market Shocks, Student Loan Default, and Federal Insurance Programs","['Constantine Yannelis', 'Holger M Mueller']"
23285,2017,March,Robots and Jobs: Evidence from US Labor Markets,"['Daron Acemoglu', 'Pascual Restrepo']"
23286,2017,March,Life Insurance and Life Settlement Markets with Overconfident Policyholders,"['Hanming Fang', 'Zenan Wu']"
23287,2017,March,"Bank Capital Redux: Solvency, Liquidity, and Crisis","['Alan M Taylor', 'Bjorn Richter', 'Moritz HP Schularick', 'Oscar Jorda']"
23288,2017,March,"Fintech, Regulatory Arbitrage, and the Rise of Shadow Banks","['Amit Seru', 'Greg Buchak', 'Gregor Matvos', 'Tomasz Piskorski']"
23289,2017,March,Migrants and the Making of America: The Short- and Long-Run Effects of Immigration during the Age of Mass Migration,"['Nancy Qian', 'Nathan Nunn', 'Sandra Sequeira']"
23290,2017,March,Strengthening National Data to Better Measure What We Are Buying in Health Care: Reconciling National Health Expenditures with Detailed Survey Data,"['Allison B Rosen', 'David M Cutler', 'Emily S Pape', 'Irina Bondarenko', 'Kassandra L Messer', 'Kaushik Ghosh', 'Marcelo Coca Perraillon', 'Susan T Stewart', 'Trivellore Raghunathan']"
23291,2017,March,The Cross Section of Bank Value,"['Adi Sunderam', 'Mark L Egan', 'Stefan Lewellen']"
23292,2017,March,"Fifty Years Of Growth In American Consumption, Income, And Wages",['Bruce I Sacerdote']
23293,2017,March,What can we Learn from Euro-Dollar Tweets?,"['Eric van Wincoop', 'Vahid Gholampour']"
23294,2017,March,Risk Aversion as a Perceptual Bias,"['Mel Win Khaw', 'Michael Woodford', 'Ziang Li']"
23295,2017,March,Citywide Effects of High-Occupancy Vehicle Restrictions: Evidence from the Elimination of '3-in-1' in Jakarta,"['Benjamin A Olken', 'Gabriel Kreindler', 'Rema Hanna']"
23296,2017,March,The Value of Flexible Work: Evidence from Uber Drivers,"['Emily Oehlsen', 'Judith A Chevalier', 'M Keith Chen', 'Peter E Rossi']"
23297,2017,March,Seeing and Hearing: The Impacts of New York City's Universal Prekindergarten Program on the Health of Low-Income Children,"['Kacie Dragan', 'Kai Hong', 'Sherry A Glied']"
